user,date,rawContent,user_location,verified,followers,created
"{'username': 'padbalaram', 'id': 278513483, 'displayname': 'pad balaram', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2011, 4, 7, 12, 35, 7, tzinfo=datetime.timezone.utc), 'followersCount': 271, 'friendsCount': 241, 'statusesCount': 10283, 'favouritesCount': 3329, 'listedCount': 13, 'mediaCount': 24, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1384886708462768130/1gOk9xPp_normal.jpg', 'profileBannerUrl': None, 'label': None}",2015-03-15 07:19:55+00:00,@KiranKS why shd 1 even wait for reaction from MSM-all know they r biased-even my minority friends laugh @ them.Boycott them watch DD/news.,,False,271,2011-04-07 12:35:07+00:00
"{'username': 'ShankarChugani', 'id': 159040801, 'displayname': 'Shankar Chugani', 'rawDescription': 'Loves chai. Telling jokes in Bangalore almost everyday. For bookings contact: chugani.shankar@gmail.com', 'renderedDescription': 'Loves chai. Telling jokes in Bangalore almost everyday. For bookings contact: chugani.shankar@gmail.com', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 6, 24, 8, 39, 49, tzinfo=datetime.timezone.utc), 'followersCount': 4620, 'friendsCount': 360, 'statusesCount': 8773, 'favouritesCount': 11820, 'listedCount': 42, 'mediaCount': 354, 'location': 'Bengaluru South, India', 'protected': False, 'link': {'text': 'shankarchugani.net', 'url': 'https://www.shankarchugani.net/', 'tcourl': 'https://t.co/UDUCvoNv8o', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1435204789156007938/epnSR3JM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/159040801/1631014461', 'label': None}",2015-03-14 22:39:18+00:00,#GoodAdviceIn4Words Boycott Bellbottoms beyond belief,"Bengaluru South, India",False,4620,2010-06-24 08:39:49+00:00
"{'username': 'MusimIh', 'id': 529171753, 'displayname': 'Musim Ih', 'rawDescription': 'Network Solution Architect, Certified Cisco Tech, Sec Exprt | views are my own', 'renderedDescription': 'Network Solution Architect, Certified Cisco Tech, Sec Exprt | views are my own', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2012, 3, 19, 7, 1, 33, tzinfo=datetime.timezone.utc), 'followersCount': 962, 'friendsCount': 865, 'statusesCount': 27231, 'favouritesCount': 12223, 'listedCount': 8, 'mediaCount': 399, 'location': 'Hyderabad, India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1908463160/ppp_normal.jpg', 'profileBannerUrl': None, 'label': None}",2015-03-14 17:50:12+00:00,@firstpost Target sanctions needed to the oppressors of the current regime and tourism boycott is the only choice!,"Hyderabad, India",False,962,2012-03-19 07:01:33+00:00
"{'username': 'SeerviBharath', 'id': 1179253993, 'displayname': 'Bharath Seervi', 'rawDescription': 'Ex-Cricket Statistician @ESPNCricinfo | Passion = Profession | Computer Engineer graduate | Businessman', 'renderedDescription': 'Ex-Cricket Statistician @ESPNCricinfo | Passion = Profession | Computer Engineer graduate | Businessman', 'descriptionLinks': None, 'verified': True, 'created': datetime.datetime(2013, 2, 14, 14, 7, 1, tzinfo=datetime.timezone.utc), 'followersCount': 54061, 'friendsCount': 195, 'statusesCount': 25146, 'favouritesCount': 65, 'listedCount': 353, 'mediaCount': 122, 'location': 'Chennai, India', 'protected': False, 'link': {'text': 'espncricinfo.com/ci/content/sto…', 'url': 'http://www.espncricinfo.com/ci/content/story/author.html?author=661', 'tcourl': 'https://t.co/G0RpBmwbLI', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/804763728784699392/fv8B8wa4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1179253993/1486108944', 'label': None}",2015-03-12 14:56:56+00:00,"Most 50+ scores in ODIs after the age of 38
23 Misbah
10 Boycott, Dilshan
7 Jayasuriya
6 Dhaniram
5 Lloyd, Stewart","Chennai, India",True,54061,2013-02-14 14:07:01+00:00
"{'username': 'SeerviBharath', 'id': 1179253993, 'displayname': 'Bharath Seervi', 'rawDescription': 'Ex-Cricket Statistician @ESPNCricinfo | Passion = Profession | Computer Engineer graduate | Businessman', 'renderedDescription': 'Ex-Cricket Statistician @ESPNCricinfo | Passion = Profession | Computer Engineer graduate | Businessman', 'descriptionLinks': None, 'verified': True, 'created': datetime.datetime(2013, 2, 14, 14, 7, 1, tzinfo=datetime.timezone.utc), 'followersCount': 54061, 'friendsCount': 195, 'statusesCount': 25146, 'favouritesCount': 65, 'listedCount': 353, 'mediaCount': 122, 'location': 'Chennai, India', 'protected': False, 'link': {'text': 'espncricinfo.com/ci/content/sto…', 'url': 'http://www.espncricinfo.com/ci/content/story/author.html?author=661', 'tcourl': 'https://t.co/G0RpBmwbLI', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/804763728784699392/fv8B8wa4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1179253993/1486108944', 'label': None}",2015-03-12 14:55:23+00:00,"Most ODI 100s after the age of 38
5 Dilshan
3 Jayasuriya
1 Boycott, Gavaskar, Haynes, Tendulkar, Hemp, Khurram Khan","Chennai, India",True,54061,2013-02-14 14:07:01+00:00
"{'username': 'SeerviBharath', 'id': 1179253993, 'displayname': 'Bharath Seervi', 'rawDescription': 'Ex-Cricket Statistician @ESPNCricinfo | Passion = Profession | Computer Engineer graduate | Businessman', 'renderedDescription': 'Ex-Cricket Statistician @ESPNCricinfo | Passion = Profession | Computer Engineer graduate | Businessman', 'descriptionLinks': None, 'verified': True, 'created': datetime.datetime(2013, 2, 14, 14, 7, 1, tzinfo=datetime.timezone.utc), 'followersCount': 54061, 'friendsCount': 195, 'statusesCount': 25146, 'favouritesCount': 65, 'listedCount': 353, 'mediaCount': 122, 'location': 'Chennai, India', 'protected': False, 'link': {'text': 'espncricinfo.com/ci/content/sto…', 'url': 'http://www.espncricinfo.com/ci/content/story/author.html?author=661', 'tcourl': 'https://t.co/G0RpBmwbLI', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/804763728784699392/fv8B8wa4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1179253993/1486108944', 'label': None}",2015-03-12 14:52:57+00:00,"Most ODI runs after the age of 38
2286 Misbah @ 44.82
1367 Jayasuriya @ 27.89
1324 Dilshan @ 57.56
956 Boycott @ 45.52
888 Lloyd @ 38.60","Chennai, India",True,54061,2013-02-14 14:07:01+00:00
"{'username': 'ViratHindu21', 'id': 2903355907, 'displayname': 'Rahul P.', 'rawDescription': 'Full Time Trader. share Market Addict.\n$$$ ₹₹₹.', 'renderedDescription': 'Full Time Trader. share Market Addict.\n$$$ ₹₹₹.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2014, 11, 18, 5, 55, 42, tzinfo=datetime.timezone.utc), 'followersCount': 884, 'friendsCount': 3538, 'statusesCount': 17805, 'favouritesCount': 101963, 'listedCount': 5, 'mediaCount': 145, 'location': 'India', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483357653237571585/5SHx4CmC_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2903355907/1642473271', 'label': None}",2015-03-12 12:48:24+00:00,@shaziailmi आप इस डिबेट का boycott करिये  @anjanaomkashyap बीजेपी वालो को बोलने का टाइम नहीं देती वो पूरी तरह AAP की spokeperon बन रही है.,India,False,884,2014-11-18 05:55:42+00:00
"{'username': 'BJP4Mumbai', 'id': 2433075943, 'displayname': 'BJP Mumbai', 'rawDescription': 'Official Twitter Handle of BJP Mumbai . भारतीय जनता पार्टी ( मुंबई ) . https://t.co/hMcumgexbt', 'renderedDescription': 'Official Twitter Handle of BJP Mumbai . भारतीय जनता पार्टी ( मुंबई ) . Instagram.com/bjp4mumbai', 'descriptionLinks': [{'text': 'Instagram.com/bjp4mumbai', 'url': 'http://Instagram.com/bjp4mumbai', 'tcourl': 'https://t.co/hMcumgexbt', 'indices': (71, 94)}], 'verified': True, 'created': datetime.datetime(2014, 4, 8, 5, 0, 13, tzinfo=datetime.timezone.utc), 'followersCount': 103893, 'friendsCount': 157, 'statusesCount': 47922, 'favouritesCount': 6524, 'listedCount': 161, 'mediaCount': 7674, 'location': 'Mumbai, India', 'protected': False, 'link': {'text': 'mumbaibjp.com', 'url': 'http://www.mumbaibjp.com', 'tcourl': 'https://t.co/xfZ0YohX2X', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1554559678423568384/ZmNGLjsO_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2433075943/1659470894', 'label': None}",2015-03-11 15:16:21+00:00,Maharashtra to bring law to stop practice of social boycott says Chief Minister @Dev_Fadnavis : @NewIndianXpress,"Mumbai, India",True,103893,2014-04-08 05:00:13+00:00
"{'username': 'esshridhar', 'id': 173466713, 'displayname': 'E.S. Shridhar', 'rawDescription': 'The Uncommon Common Man.Being followed by The Prime Minister', 'renderedDescription': 'The Uncommon Common Man.Being followed by The Prime Minister', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 8, 1, 15, 8, 7, tzinfo=datetime.timezone.utc), 'followersCount': 1404, 'friendsCount': 340, 'statusesCount': 43870, 'favouritesCount': 646, 'listedCount': 36, 'mediaCount': 105, 'location': 'Bengaluru', 'protected': False, 'link': {'text': 'esshridhar.blogspot.com', 'url': 'http://esshridhar.blogspot.com/', 'tcourl': 'http://t.co/GLOnF0xEai', 'indices': (0, 22)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/469722942431961088/Fzb0E_6p_normal.jpeg', 'profileBannerUrl': None, 'label': None}",2015-03-09 15:15:29+00:00,@TimesNow India should boycott all Indian nationals who have studied under the likes of Prof Annette Beck-Sickinger,Bengaluru,False,1404,2010-08-01 15:08:07+00:00
"{'username': 'kalpitjain25', 'id': 293370861, 'displayname': 'सुकुमार जैन', 'rawDescription': 'मै अमर शहीदो का चारण, उनके यष गाया करता हूं\nजो कर्ज राष्ट्र से खाया है, मै उसे चुकाया करता हूं', 'renderedDescription': 'मै अमर शहीदो का चारण, उनके यष गाया करता हूं\nजो कर्ज राष्ट्र से खाया है, मै उसे चुकाया करता हूं', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2011, 5, 5, 7, 10, 52, tzinfo=datetime.timezone.utc), 'followersCount': 44, 'friendsCount': 40, 'statusesCount': 1731, 'favouritesCount': 486, 'listedCount': 3, 'mediaCount': 17, 'location': 'गंधर्वपुरी, देवास', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/578056455632244739/9n5egKOw_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/293370861/1424969146', 'label': None}",2015-03-09 12:01:13+00:00,"@imNadimRamAli if u want to correct kasmiriyans than simply boycott them
no purchase, no tourism &amp; stop d cash flow 4m india to kashmir","गंधर्वपुरी, देवास",False,44,2011-05-05 07:10:52+00:00
