user,date,rawContent,user_location,verified,followers,created
"{'username': 'himaghnya', 'id': 144945322, 'displayname': 'Himaghnya', 'rawDescription': 'BOM-PNQ Pro! #MarkKnopfler, #KamasiWashington, #BBKing, #PGWoodehouse, #Murakami, #DarjeelingTea, #RedWine, #SingleMalt. RTs not endorsements!', 'renderedDescription': 'BOM-PNQ Pro! #MarkKnopfler, #KamasiWashington, #BBKing, #PGWoodehouse, #Murakami, #DarjeelingTea, #RedWine, #SingleMalt. RTs not endorsements!', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 5, 17, 18, 39, 54, tzinfo=datetime.timezone.utc), 'followersCount': 346, 'friendsCount': 384, 'statusesCount': 21389, 'favouritesCount': 12260, 'listedCount': 39, 'mediaCount': 356, 'location': 'Pune, MH', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1475015388865855491/gecjGiqN_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/144945322/1640507379', 'label': None}",2015-07-05 07:07:01+00:00,"@himaghnya And, will my friends who're fan of this certain show now boycott given the passion that they displayed during the #SalmanVerdict?","Pune, MH",False,346,2010-05-17 18:39:54+00:00
"{'username': 'SabrLuv', 'id': 247686545, 'displayname': 'Saba 💬', 'rawDescription': 'One name - Roger Federer', 'renderedDescription': 'One name - Roger Federer', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2011, 2, 5, 10, 21, 10, tzinfo=datetime.timezone.utc), 'followersCount': 1083, 'friendsCount': 175, 'statusesCount': 72325, 'favouritesCount': 40338, 'listedCount': 27, 'mediaCount': 2194, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1220774017730113538/RTUaZ6Ur_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/247686545/1485952315', 'label': None}",2015-07-04 12:30:27+00:00,Geoffrey boycott is in the house today,,False,1083,2011-02-05 10:21:10+00:00
"{'username': 'snbala', 'id': 110992398, 'displayname': 'Sn Balakrishnan', 'rawDescription': 'An Obscure Indian with strong belief in the future of India.', 'renderedDescription': 'An Obscure Indian with strong belief in the future of India.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 2, 3, 13, 13, 31, tzinfo=datetime.timezone.utc), 'followersCount': 30, 'friendsCount': 109, 'statusesCount': 4243, 'favouritesCount': 15, 'listedCount': 2, 'mediaCount': 4, 'location': 'Mumbai,India', 'protected': False, 'link': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2015-07-04 02:20:28+00:00,@EconomicTimes UNHRC is ready to criticise developing nations ignoring deep faults of racism and other violations of the west. Boycott UNHRC,"Mumbai,India",False,30,2010-02-03 13:13:31+00:00
"{'username': 'pratikprasenjit', 'id': 57263671, 'displayname': 'Pratik Prasenjit | ପ୍ରତୀକ ପ୍ରସନ୍ନଜିତ', 'rawDescription': 'Alleged Journalist | Reportedly Reclusive | Apparently Abrasive | Sporadic Singer | Bhobensoria in Delhi | Likes are bookmarks | Views, personal. 📱@WIONews', 'renderedDescription': 'Alleged Journalist | Reportedly Reclusive | Apparently Abrasive | Sporadic Singer | Bhobensoria in Delhi | Likes are bookmarks | Views, personal. 📱@WIONews', 'descriptionLinks': None, 'verified': True, 'created': datetime.datetime(2009, 7, 16, 6, 32, 48, tzinfo=datetime.timezone.utc), 'followersCount': 2446, 'friendsCount': 1073, 'statusesCount': 49724, 'favouritesCount': 25451, 'listedCount': 36, 'mediaCount': 2590, 'location': 'Noida, India', 'protected': False, 'link': {'text': 'wionews.com/author/pratik-…', 'url': 'https://www.wionews.com/author/pratik-prasenjit', 'tcourl': 'https://t.co/hJt9SeVqd6', 'indices': (0, 23)}, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1524496613254656000/DtJYY_Ce_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/57263671/1655149997', 'label': None}",2015-07-03 18:23:11+00:00,"Shocking of BJD which has been ruling Odisha for the last 15 years to boycott Zee Kalinga. @NoBinPotNayak loves eulogy , hates scrutiny.","Noida, India",True,2446,2009-07-16 06:32:48+00:00
"{'username': 'SKS_Mumbai', 'id': 120041142, 'displayname': 'saurabh srivastava', 'rawDescription': 'Too old for ideology.', 'renderedDescription': 'Too old for ideology.', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2010, 3, 5, 9, 1, 38, tzinfo=datetime.timezone.utc), 'followersCount': 1956, 'friendsCount': 1540, 'statusesCount': 153568, 'favouritesCount': 10966, 'listedCount': 90, 'mediaCount': 2330, 'location': 'ÜT: 19.069472,72.862083', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1261306366431395840/KOf-FIwv_normal.jpg', 'profileBannerUrl': None, 'label': None}",2015-07-02 16:34:07+00:00,@Cutty_Sark999 gone too far now. Least BJP ought to do is to boycott Arnab's drama. @TimesNow,"ÜT: 19.069472,72.862083",False,1956,2010-03-05 09:01:38+00:00
"{'username': 'PrabhuRaghu', 'id': 1273895280, 'displayname': 'Raghavendra Prabhu', 'rawDescription': 'Kuch karne ki koshish me hu, Kuch banne ki nahi......!!', 'renderedDescription': 'Kuch karne ki koshish me hu, Kuch banne ki nahi......!!', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2013, 3, 17, 3, 18, tzinfo=datetime.timezone.utc), 'followersCount': 501, 'friendsCount': 1375, 'statusesCount': 6104, 'favouritesCount': 2909, 'listedCount': 9, 'mediaCount': 393, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/739103146815819777/NIvYo74Z_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1273895280/1380488471', 'label': None}",2015-07-01 18:42:00+00:00,"@sambitswaraj Please boycott @TimesNow 
Why BJP Spokies attending programmes of that sold out Channel ??",,False,501,2013-03-17 03:18:00+00:00
"{'username': 'PrabhuRaghu', 'id': 1273895280, 'displayname': 'Raghavendra Prabhu', 'rawDescription': 'Kuch karne ki koshish me hu, Kuch banne ki nahi......!!', 'renderedDescription': 'Kuch karne ki koshish me hu, Kuch banne ki nahi......!!', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2013, 3, 17, 3, 18, tzinfo=datetime.timezone.utc), 'followersCount': 501, 'friendsCount': 1375, 'statusesCount': 6104, 'favouritesCount': 2909, 'listedCount': 9, 'mediaCount': 393, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/739103146815819777/NIvYo74Z_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1273895280/1380488471', 'label': None}",2015-07-01 18:41:17+00:00,"@NalinSKohli please boycott @TimesNow ..!!
Why BJP spokies attending that sold pit channel ??",,False,501,2013-03-17 03:18:00+00:00
"{'username': 'MohireArun', 'id': 3142014260, 'displayname': 'arun.mohire ', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2015, 4, 6, 14, 18, 36, tzinfo=datetime.timezone.utc), 'followersCount': 3, 'friendsCount': 5, 'statusesCount': 40, 'favouritesCount': 2, 'listedCount': 0, 'mediaCount': 1, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2015-07-01 17:52:18+00:00,@TimesNow it's ridiculous news channel in India we all should boycott this half cooked reporters from times now.. It's prestitutes,,False,3,2015-04-06 14:18:36+00:00
"{'username': 'rkhuria', 'id': 1084225736, 'displayname': 'RKHuria', 'rawDescription': 'Stand for liberal and secular way of life. RTs do not represent endorsements              rkhuria@Mastodon.Social', 'renderedDescription': 'Stand for liberal and secular way of life. RTs do not represent endorsements              rkhuria@Mastodon.Social', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2013, 1, 12, 21, 49, 11, tzinfo=datetime.timezone.utc), 'followersCount': 21864, 'friendsCount': 922, 'statusesCount': 223335, 'favouritesCount': 210834, 'listedCount': 104, 'mediaCount': 4113, 'location': 'Mumbai', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1242194995710275584/DjZ0_laf_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1084225736/1510311403', 'label': None}",2015-06-29 18:17:14+00:00,@Joydas @AamAdmy Boycott @aloknath &amp; all his movies he gives an apology on twitter. What @kavita_krishnan wrote was factually correct,Mumbai,False,21864,2013-01-12 21:49:11+00:00
"{'username': 'santoshshettyf1', 'id': 2839230506, 'displayname': 'Santosh Shetty', 'rawDescription': '', 'renderedDescription': '', 'descriptionLinks': None, 'verified': False, 'created': datetime.datetime(2014, 10, 3, 16, 50, 49, tzinfo=datetime.timezone.utc), 'followersCount': 7, 'friendsCount': 14, 'statusesCount': 223, 'favouritesCount': 121, 'listedCount': 0, 'mediaCount': 3, 'location': '', 'protected': False, 'link': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/518080929865019392/ChrrN0ts_normal.jpeg', 'profileBannerUrl': None, 'label': None}",2015-06-29 16:23:00+00:00,@thenewshour why cant all media boycott bjp n its spokespersons on their chanels. Their answers are typecast refusals n lies. We are tired.,,False,7,2014-10-03 16:50:49+00:00
